species,troph,troph_se
diplodus capensis,2.7,0.15
epinephelus albomarginatus,4.17,0.53
pomadasys kaakan,3.46,0.51
acanthurus nigricans,2,0
ctenochaetus binotatus,2,0
ctenochaetus hawaiiensis,2,0
ctenochaetus marginatus,2,0
ctenochaetus strigosus,2,0
paracanthurus hepatus,3.4,0.45
zebrasoma flavescens,2,0
naso annulatus,2.12,0.09
naso brachycentron,2.67,0.29
naso brevirostris,2.22,0.15
naso lopezi,2.89,0.33
naso tuberosus,2,0
naso vlamingii,2.16,0.11
balistapus undulatus,3.369999885559082,0.4227
balistoides viridescens,3.33,0.44
pseudobalistes flavimarginatus,2.78,0.26
xanthichthys auromarginatus,3,0
alticus saliens,2,0
exallias brevis,3.13,0.55
ecsenius bicolor,2,0
ecsenius opsifrontalis,2,0
ecsenius sellifer,2,0
ecsenius yaeyamaensis,2,0
entomacrodus caudofasciatus,2,0
entomacrodus cymatobiotus,2,0
entomacrodus decussatus,2,0
entomacrodus niuafoouensis,2,0
entomacrodus sealei,2,0
entomacrodus stellifer,2,0
entomacrodus striatus,2,0
entomacrodus thalassinus,2,0
glyptoparus delicatulus,2,0
blenniella chrysospilos,2.49,0.19
istiblennius edentulus,2,0
istiblennius lineatus,2,0
blenniella periophthalmus,3.32,0.43
litobranchus fowleri,2,0
nannosalarias nativitatis,2,0
praealticus natalis,2,0
rhabdoblennius rhabdotrachelus,2,0
rhabdoblennius snowi,2,0
salarias fasciatus,2,0
salarias luctuosus,2,0
stanulus seychellensis,2,0
aspidontus dussumieri,2,0
aspidontus taeniatus,3.75,0.51
meiacanthus atrodorsalis,3.45,0.41
meiacanthus ditrema,3.4,0.45
plagiotremus laudandus,4.400000095367432,0.8
plagiotremus rhinorhynchos,4.5,0.8
petroscirtes breviceps,2.45,0.25
petroscirtes mitratus,2.45,0.2
petroscirtes variabilis,3.1,0.43
xiphasia matsubarai,4.2,0.73
cymolutes lecluse,4.2,0.73
plectropomus areolatus,4.5,0.8
cynoglossus macrostomus,3.28,0.32
acipenser schrenckii,4.35,0.25
prototroctes maraena,2.75,0.34
coregonus huntsmani,3.45,0.45
ophisternon candidum,3.5,0.37
totoaba macdonaldi,4.06,0.7
nosferatu pantostictus,3.41,0.6
pseudomyxus capensis,2.77,0.27
croilia mossambica,3.26,0.45
redigobius dewaali,3.36,0.45
acanthopagrus latus,3.84,0.43
chirocentrus dorab,4.4,0.75
caranx papuensis,4.05,0.63
oxyzygonectes dovii,2.5,0.26
plectorhinchus albovittatus,4,0.66
plectorhinchus chaetodonoides,3.83,0.6
plectorhinchus gibbosus,4.01,0.65
plectorhinchus picus,3.85,0.61
hyporthodus quernus,4.03,0.67
karalla dussumieri,3.22,0.38
parupeneus rubescens,3.5,0.37
ballerus ballerus,3.21,0.36
vimba vimba,2.75,0.29
gymnothorax javanicus,3.87,0.64
bathytoshia brevicaudata,3.87,0.51
notesthes robusta,3.12,0.46
inimicus japonicus,4.2,0.73
gymnothorax pictus,4.19,0.72
cephalopholis argus,4.16,0.73
lactoria cornuta,3.5,0.37
arothron nigropunctatus,3.07,0.34
arothron meleagris,3.06,0.32
sphyraena ensis,4.03,0.67
chilomycterus schoepfii,3.5,0.37
cirrhitus rivulatus,4.02,0.67
salvelinus leucomaenis,3.62,0.52
pomadasys bayanus,4.01,0.66
opistognathus punctatus,3.84,0.58
elops hawaiensis,4.03,0.62
polydactylus sexfilis,3.43,0.49
brachyplatystoma filamentosum,4.47,0.79
rajella lintea,3.78,0.46
pagrus auratus,3.47,0.54
polydactylus macrochir,4.05,0.71
centropomus medius,3.97,0.65
choerodon schoenleinii,3.38,0.41
scarus tricolor,2,0
epinephelus malabaricus,4.16,0.61
epinephelus coeruleopunctatus,4.17,0.71
aethaloperca rogaa,4.2,0.71
cephalopholis aurantia,3.98,0.65
cephalopholis boenak,3.83,0.61
cephalopholis cyanostigma,4.17,0.71
cephalopholis hemistiktos,4.02,0.67
cephalopholis leopardus,4.01,0.66
cephalopholis miniata,4.16,0.72
cephalopholis sexmaculata,4,0.66
cephalopholis sonnerati,3.81,0.6
cephalopholis urodeta,4.02,0.69
cromileptes altivelis,4.5,0.8
dermatolepis striolata,4.03,0.67
mesopristes argenteus,4.02,0.67
epinephelus coioides,3.95,0.67
epinephelus fasciatomaculosus,3.58,0.58
epinephelus lanceolatus,4,0.6
epinephelus marginatus,4.08,0.8
epinephelus melanostigma,4.03,0.67
epinephelus ongus,4,0.66
epinephelus polyphekadion,4.03,0.56
epinephelus quoyanus,3.64,0.53
epinephelus undulosus,3.66,0.51
gracila albomarginata,4.2,0.73
variola albimarginata,4.5,0.8
saurida tumbil,4.35,0.93
taeniurops meyeni,4.2,0.69
echidna leucotaenia,3.5,0.6
enchelycore bayeri,4.5,0.8
enchelynassa canina,4.5,0.67
gymnothorax buroensis,3.84,0.65
gymnothorax fimbriatus,4.04,0.67
pseudanthias tuka,3.57,0.41
aeoliscus strigatus,3.46,0.48
pomacanthus imperator,2.7,0
myripristis vittata,3.8,0.6
myripristis adusta,3.4,0.45
sargocentron spiniferum,3.8,0.62
chaetodon xanthurus,2.82,0.26
amphiprion ocellaris,3.11,0.36
retropinna semoni,2.7899999618530273,0.2861
chaetodon aureofasciatus,3.34,0.61
chaetodon austriacus,3.34,0.61
chaetodon adiergastos,3.5,0.37
chaetodon assarius,2.65,0.29
abudefduf bengalensis,3.08,0.46
amphiprion frenatus,2.66,0.29
amphiprion sandaracinos,2.71,0.3
ostorhinchus endekataenia,3.5,0.5
apolemichthys trimaculatus,2.64,0
chaetodon flavirostris,2.98,0.41
chaetodon guentheri,2.82,0.26
oplegnathus robinsoni,3.17,0.42
johnius dussumieri,4.09,0.7
acanthopagrus schlegelii,3.240000009536743,0.45
oplegnathus fasciatus,3.55,0.5
ompok bimaculatus,3.89,0.62
girella punctata,2.86,0.31
oplegnathus punctatus,3.55,0.5
canthigaster bennetti,2.54,0.2
canthigaster compressa,3.5,0.37
canthigaster janthinoptera,3.069999933242798,0.321
canthigaster valentini,2.84,0.3
centropyge tibicen,2.79,0.35
centropyge multispinis,2.79,0.31
chaetodon ornatissimus,3.34,0.61
chromis analis,3.04,0.1
diodon liturosus,3.5,0.37
dischistodus chrysopoecilus,2,0
lactoria diaphana,3.5,0.37
ostracion cubicum,3.37,0.48
ostracion meleagris,2.71,0
oxymonacanthus longirostris,3.34,0.61
paraluteres prionurus,2.66,0.44
parapercis cylindrica,3.2,0.45
pomacanthus sexstriatus,2.63,0
pseudanthias huchtii,3.4,0.45
pseudanthias squamipinnis,3.4,0.45
pseudanthias pleurotaenia,3.4,0.45
pygoplites diacanthus,2.69,0
sargocentron ittodai,3.55,0.6
hyporthodus septemfasciatus,3.98,0.66
valenciennea strigata,3.98,0.57
sillago japonica,3.45,0.52
canthigaster solandri,3.03,0.36
bodianus bilunulatus,3.44,0.49
rhynchopelates oxyrhynchus,3.61,0.53
neoniphon opercularis,3.55,0.59
acanthopagrus sivicolus,3.38,0.42
cheilodactylus zonatus,3.29,0.51
thalassoma cupido,3.5,0.37
benthosema suborbitale,3.4,0.45
diaphus dumerilii,3,0
lepidophanes guentheri,3,0
lithognathus aureti,3.39,0.51
choerodon jordani,3.5,0.37
hexagrammos otakii,3.79,0.58
chromis leucura,2.71,0.3
chrysiptera starcki,2.76,0.32
chrysiptera tricincta,2.72,0.31
diploprion bifasciatum,3.98,0.65
cirrhitichthys aprinus,3.490000009536743,0.5521
ostorhinchus fasciatus,3.5,0.5
chaetodon pelewensis,2.92,0.38
dischistodus prosopotaenia,2.7,0.18
chelonodon patoca,3.1,0.4
thamnaconus modestus,3.4,0.45
genicanthus lamarck,3.4,0.45
chaetodon plebeius,3.34,0.61
nemateleotris decora,3.05,0.19
parma polylepis,2.73,0.25
pomacentrus lepidogenys,3.4,0.45
pomacentrus nigromarginatus,2.64,0.29
labracoglossa argenteiventris,3.4,0.45
sargocentron rubrum,3.71,0.59
plectorhinchus diagrammus,4.02,0.67
nemateleotris magnifica,3.1,0.3
abudefduf vaigiensis,3.24,0.41
chaetodon rainfordi,2.77,0.25
premnas biaculeatus,2.75,0.31
stethojulis interrupta,3.5,0.37
chaetodon selene,2.72,0.24
cantherhines pardalis,3.5,0.37
elates ransonnettii,3.71,0.61
grammatobothus polyophthalmus,4.25,0.59
pseudorhombus spinosus,3.5,0.37
trixiphichthys weberi,3.5,0.37
upeneus sundaicus,3.5,0.37
centropyge nox,2.79,0.29
chaetodon auripes,3.5,0.37
sphyraena helleri,4.5,0.8
chelmon muelleri,3.5,0.37
abudefduf abdominalis,3.02,0.33
scorpaenopsis cacopsis,4.5,0.8
conger cinereus,4.34,0.77
acanthochromis polyacanthus,2.69,0.3
chromis chrysura,3.04,0.09
corythoichthys amplexus,3.76,0.5
epinephelus hexagonatus,4.05,0.67
epinephelus macrospilos,4.02,0.53
gymnothorax eurostus,4.13,0.67
halichoeres ornatissimus,3.549999952316284,0.5
chaetodon argentatus,2,0
chaetodon wiebeli,2.72,0.24
centropyge ferrugata,2.79,0.34
cheilodipterus arabicus,3.5,0.5
chrysiptera hemicyanea,2.43,0.23
pomacentrus alexanderae,3.12,0.36
neoglyphidodon thoracotaeniatus,2.67,0.29
choerodon robustus,3.35,0.39
chromis ovatiformes,3.4,0.45
naso thynnoides,2.96,0.32
naso minor,2.64,0.29
pseudanthias pascalus,3.33,0.34
plectorhinchus lineatus,3.88,0.59
geotria australis,4.5,0.8
halosauropsis macrochir,3.27,0.36
polyacanthonotus challengeri,3.19,0.42
diastobranchus capensis,4.5,0.55
histiobranchus bathybius,4.24,0.53
bathylagus antarcticus,3.12,0.39
bathylagus gracilis,3.24,0.39
cyclothone pallida,3.23,0.36
cyclothone pseudopallida,3.13,0.28
argyropelecus hemigymnus,3.06,0.14
trigonolampa miriceps,4.5,0.8
benthalbella elongata,4.03,0.67
scopelosaurus hamiltoni,3.35,0.4
arctozenus risso,3.69,0.58
magnisudis prionosa,4.5,0.8
notolepis annulata,3.86,0.62
notolepis coatsorum,3,0
ceratoscopelus warmingii,3.42,0.53
diaphus hudsoni,3.33,0.52
electrona antarctica,3.14,0.39
electrona carlsbergi,3.24,0.41
electrona paucirastra,3.25,0.46
electrona subaspera,3.28,0.49
gymnoscopelus bolini,3.29,0.47
gymnoscopelus braueri,3.29,0.42
gymnoscopelus nicholsi,3.14,0.32
gymnoscopelus opisthopterus,3.26,0.4
gymnoscopelus microlampas,3,0
krefftichthys anderssoni,3.06,0.19
lampanyctus australis,3.33,0.43
lampanyctus intricarius,3.4,0.45
lampanyctus macdonaldi,3.1,0.3
protomyctophum andriashevi,3.39,0.57
protomyctophum bolini,3.09,0.26
protomyctophum choriodon,4.2,0.73
protomyctophum luciferum,3.5,0.61
protomyctophum normani,3.28,0.49
aethotaxis mitopteryx,3.4,0.45
cryothenia peninsulae,3.19,0.4
dissostichus mawsoni,3.94,0.59
gobionotothen gibberifrons,3.44,0.46
gobionotothen marionensis,3.22,0.42
gvozdarus svetovidovi,4.5,0.8
lepidonotothen squamifrons,3.49,0.52
lindbergichthys nudifrons,3.47,0.45
nototheniops larseni,3.18,0.37
pagothenia borchgrevinki,3.22,0.34
pagothenia brachysoma,3.11,0.28
patagonotothen brevicauda,3.86,0.62
trematomus bernacchii,3.4200000762939453,0.5036
trematomus eulepidotus,3.29,0.41
trematomus hansoni,3.37,0.54
trematomus lepidorhinus,3.3,0.4
trematomus loennbergii,3.33,0.48
trematomus newnesi,3.06,0.32
trematomus nicolai,3.56,0.53
trematomus pennellii,3.46,0.47
trematomus scotti,3.24,0.38
trematomus tokarevi,3.17,0.41
trematomus vicarius,3.52,0.5
artedidraco lonnbergi,3.22,0.46
artedidraco mirus,3.2,0.43
artedidraco orianae,3.21,0.45
artedidraco shackletoni,3.17,0.41
dolloidraco longedorsalis,3.15,0.38
histiodraco velifer,3.2,0.4
pogonophryne marmorata,3.26,0.49
pogonophryne permitini,3.29,0.46
pogonophryne scotti,3.47,0.53
harpagifer antarcticus,3.285,0.53
harpagifer georgianus,3.28,0.45
cygnodraco mawsoni,4.13,0.73
gerlachea australis,3.29,0.53
gymnodraco acuticeps,4.18,0.73
parachaenichthys georgianus,3.8,0.62
prionodraco evansii,3.26,0.44
psilodraco breviceps,3.2,0.4
racovitzia glacialis,3,0
chionobathyscus dewitti,3.76,0.57
chionodraco hamatus,3.59,0.53
chionodraco myersi,3.85,0.62
cryodraco antarcticus,3.57,0.53
neopagetopsis ionah,3.42,0.48
pagetopsis macropterus,4.11,0.7
paradiplospinus gracilis,3.95,0.59
achiropsetta tricholepis,3.37,0.58
mancopsetta maculata,3.66,0.54
neoachiropsetta milfordi,3.91,0.62
muraenolepis marmorata,3.4,0.45
notomuraenobathys microcephalus,3.4,0.45
muraenolepis microps,3.41,0.46
muraenolepis orangiensis,3.4,0.45
coelorinchus fasciatus,3.55,0.44
coelorinchus marinii,3.28,0.39
cynomacrurus piriei,3.44,0.4
macrourus carinatus,3.7,0.58
macrourus holotrachys,3.71,0.64
macrourus whitsoni,3.47,0.49
lampris immaculatus,4.39,0.7
pseudocyttus maculatus,3.64,0.47
zanclorhynchus spinifer,3.285,0.53
paraliparis meganchus,3.32,0.44
anomalops katoptron,3.4,0.45
arothron manilensis,3.5,0.37
arothron immaculatus,2.52,0.2
amblygobius decussatus,2.72,0.24
amblygobius phalaena,2.74,0.18
asterropteryx semipunctata,2.36,0
ctenogobiops pomastictus,3.25,0.40490000000000004
fusigobius neophytus,2.89,0.25
valenciennea helsdingenii,3.4,0.41
valenciennea muralis,3.5,0.37
mahidolia mystacina,3.97,0.65
koumansetta hectori,2.82,0.33
signigobius biocellatus,3.5,0.37
asterropteryx ensifera,3.4,0.45
sinobatis melanosoma,3.82,0.49
ateleopus japonicus,4.24,0.73
bryaninops tigris,3.4,0.45
uropterygius xanthopterus,3.5,0.6
antennarius commerson,4.2,0.73
brotula multibarbata,3.91,0.66
symbolophorus boops,3.45,0.52
atherion elymus,3.4,0.45
myripristis hexagona,3.1,0.3
myripristis kuntee,3.1,0.3
myripristis pralinia,3.4600000381469727,0.49770000000000003
myripristis violacea,3.450000047683716,0.5272
neoniphon argenteus,3.96,0.59
sargocentron tiereoides,3.55,0.6
solenostomus paradoxus,3.6,0.59
gymnapistes marmoratus,3.68,0.55
plectropomus oligacanthus,4,0.66
pseudanthias rubrizonatus,3.4,0.45
plectranthias longimanus,3.5,0.5
parachromis friedrichsthalii,4.2,0.73
balistes capriscus,3.45,0.4
apocryptodon madurensis,2,0
epinephelus awoara,3.64,0.55
diplectrum radiale,4.07,0.68
epinephelus bruneus,3.98,0.66
epinephelus daemelii,3.99,0.7
epinephelus epistictus,4.02,0.67
epinephelus flavocaeruleus,4.16,0.55
epinephelus howlandi,4.02,0.64
epinephelus latifasciatus,3.97,0.65
epinephelus longispinis,4.15,0.62
epinephelus miliaris,3.76,0.62
epinephelus multinotatus,3.86,0.67
epinephelus poecilonotus,4.01,0.66
epinephelus radiatus,4,0.66
epinephelus retouti,3.95,0.65
epinephelus socialis,4.18,0.64
epinephelus trimaculatus,4,0.66
plectropomus laevis,4.14,0.57
plectropomus punctatus,4.46,0.79
triso dermopterus,3.4,0.45
plesiobatis daviesi,4.01,0.66
anableps anableps,3.3,0.46
dasyatis brevis,3.84,0.6
sigmops elongatus,3.3,0.4
vinciguerria nimbaria,3.12,0.27
danaphos oculatus,3,0
sternoptyx diaphana,3.07,0.21
polyipnus nuttingi,3.27,0.3
argyropelecus sladeni,3.05,0.16
melanostomias valdiviae,4.2,0.73
leptostomias macronema,4.5,0.8
synodus ulae,4.199999809265137,0.73
hime japonica,3.98,0.66
bolinichthys longipes,3.1,0.22
diaphus schmidti,3.15,0.37
diogenichthys atlanticus,3.11,0.25
lampanyctus nobilis,3.12,0.28
lampanyctus steinbecki,3.08,0.19
triphoturus nigrescens,3.07,0.21
neoscopelus macrolepidotus,4.2,0.73
benthosema fibulatum,3.2,0.33
myctophum affine,3,0
centrobranchus andreae,3.4,0.45
diaphus perspicillatus,3.12,0.29
diaphus fragilis,3.07,0.16
diaphus metopoclampus,3.25,0.38
lampanyctus niger,3.06,0.19
derichthys serpentinus,3.1,0.3
enchelycore pardalis,4.5,0.8
luzonichthys waitei,3.4,0.45
pseudanthias lori,3.4,0.45
hirundichthys affinis,3.79,0.56
pseudanthias luzonensis,3.4,0.45
gymnothorax berndti,4.5,0.8
pseudanthias smithvanizi,3.4,0.45
pictichromis porphyrea,3.5,0.5
gymnothorax steindachneri,4.5,0.8
gymnothorax nudivomer,4.5,0.8
schultzidia johnstonensis,3.85,0.66
leiuranus semicinctus,3.5,0.37
serrivomer beanii,3.88,0.64
periophthalmus argentilineatus,3.26,0.4
periophthalmus kalolo,3.26,0.4
cheilodactylus vittatus,3.4200000762939453,0.4697
pherallodichthys meshimaensis,3.54,0.48
colomesus psittacus,3.6,0.5
aldrovandia affinis,3.3,0.4
anguilla obscura,4.5,0.8
anguilla reinhardtii,3.55,0.56
lophiodes mutilus,4.2,0.73
lophiomus setigerus,4.04,0.66
cynoglossus arel,3.259999990463257,0.46380000000000005
membras analis,3.4,0.45
atherinella blackburni,3.4,0.45
atherinella brasiliensis,3,0.29
centropomus mexicanus,4.02,0.67
symphurus plagusia,3.28,0.39
eugerres brasilianus,3.39,0.43
genyatremus luteus,3.5,0.5
retropinna tasmanica,3.29,0.42
galaxias brevipinnis,3.41,0.48
gymnothorax funebris,4.01,0.71
gymnothorax moringa,4.22,0.7
gymnothorax vicinus,4.2,0.65
muraena robusta,3.98,0.65
aplatophis chauliodus,4.03,0.67
brachyplatystoma vaillantii,4.5,0.8
pimelodus blochii,3.11,0.43
polymixia nobilis,4.2,0.73
atrosalarias holomelas,2,0
ecsenius midas,2.64,0.29
istiblennius dussumieri,2,0
omobranchus ferox,3.5,0.37
ecsenius lineatus,2,0
ecsenius oculus,2,0
achirus achirus,4.01,0.66
nesiarchus nasutus,4.33,0.71
trinectes paulistanus,3.34,0.45
cirrhilabrus melanomarginatus,3.4,0.45
chimaera phantasma,3.48,0.42
uroconger lepturus,3.5,0.5
dactylobatus clarkii,4.5,0.8
atlantoraja cyclophora,3.5,0.5
rostroraja alba,4.409999847412109,0.8320000000000001
leucoraja circularis,3.5,0.37
rajella fyllae,3.45,0.33
dipturus oxyrinchus,3.5,0.37
raja undulata,3.5,0.37
mobula mobular,3.71,0.53
leucoraja fullonica,3.5,0.37
micropogonias furnieri,3.27,0.44
microphis fluviatilis,3.4,0.45
plectorhinchus flavomaculatus,3.99,0.66
plectorhinchus sordidus,3.99,0.66
nerophis lumbriciformis,4.03,0.67
zebrasoma gemmatum,2,0
acantholabrus palloni,3.5,0.37
melichthys indicus,2.95,0.29
arnoglossus dalgleishi,3.5,0.37
tripterygion delaisi,3.39,0.44
bothus mancus,4.12,0.74
laeops nigromaculatus,3.5,0.37
coryphoblennius galerita,3.5,0.5
gobius cruentatus,3.53,0.48
callionymus marleyi,3.33,0.48
chirodactylus brachydactylus,3.5,0.37
chirodactylus jessicalenorum,3.82,0.53
ecsenius lividanalis,2,0
ecsenius melarchus,2,0
ecsenius stigmatura,2,0
ecsenius namiyei,2,0
ecsenius monoculus,2,0
ecsenius dilemma,2,0
ecsenius bimaculatus,2,0
ecsenius pictus,2,0
ecsenius kurti,2,0
cynoglossus acaudatus,3.5,0.37
cynoglossus attenuatus,3.5,0.37
cynoglossus durbanensis,3.5,0.37
cynoglossus gilchristi,3.5,0.37
cynoglossus lachneri,3.5,0.37
cynoglossus marleyi,3.5,0.37
symphurus strictus,3.5,0.37
thorogobius ephippiatus,3.03,0.37
dactyloptena peterseni,3.5,0.5
drepane longimana,3.5,0.37
erythrocles schlegelii,3.4,0.45
tripterodon orbis,3.5,0.37
cheilopogon cyanopterus,3.25,0.38
cheilopogon nigricans,3.03,0.08
rexea prometheoides,4.17,0.59
thyrsitoides marleyi,4.19,0.58
gerres longirostris,3.5,0.37
gerres methueni,3.6,0.59
aulacocephalus temminckii,3.97,0.65
plectorhinchus gaterinus,3.99,0.66
plectorhinchus playfairi,3.33,0.52
pomadasys stridens,4.02,0.67
hyporhamphus affinis,3.4600000381469727,0.4777
kuhlia rupestris,3.22,0.45
halicampus grayi,3.26,0.44
bodianus perditio,3.55,0.5
coris formosa,3.3499999046325684,0.38280000000000003
gomphosus caeruleus,3.5,0.37
iniistius pentadactylus,3.55,0.5
leiognathus berbis,3.31,0.41
salarias ceramensis,2,0
platybelone trachura,4.2,0.73
scomberesox simulans,3.4,0.45
pseudogastromyzon myersi,2,0
dichotomyctere nigroviridis,3.37,0.51
cyprinocirrhites polyactis,3.18,0.31
labroides phthirophagus,4.03,0.67
macropharyngodon geoffroy,3.5,0.4757
cirrhilabrus jordani,3.4,0.45
heniochus diphreutes,3.4,0.45
thalassoma duperrey,3.84,0.56
thalassoma ballieui,3.92,0.55
saurida flamma,4.2,0.73
myripristis amaena,4.5,0.8
sebastapistes coniorta,3.55,0.6
pelvicachromis pulcher,3.25,0.39
sebastapistes ballieui,4.2,0.73
dendrochirus barberi,4.2,0.73
pterois sphex,3.79,0.66
pseudanthias thompsoni,3.4,0.45
priacanthus meeki,4.2,0.73
ostorhinchus maculiferus,3.5,0.5
chaetodon guttatissimus,3.07,0.33
cirrhitops fasciatus,3.4,0.47
chaetodon madagaskariensis,2.76,0.25
chaetodon xanthocephalus,2.7,0.24
hemitaurichthys zoster,2.85,0.25
dascyllus carneus,2.67,0.29
pseudanthias evansi,3.4,0.45
macropharyngodon bipartitus,3.5,0.37
chaetodon collare,3.42,0.51
microcanthus strigatus,3,0.35
chaetodon triangulum,3.34,0.61
chaetodon fremblii,2.9600000381469727,0.3059
amphiprion nigripes,2.68,0.3
chaetodon multicinctus,3,0.34
apolemichthys arcuatus,2.63,0
centropyge potteri,2.58,0.26
centropyge fisheri,2.84,0.33
centropyge loriculus,2.78,0.31
plectroglyphidodon sindonis,2.759999990463257,0.3184
dascyllus albisella,2.95,0.27
chromis ovalis,2.7,0.3
chromis verater,4,0.28
lophiodes insidiator,4.2,0.73
stethojulis balteata,3.190000057220459,0.3737
entomacrodus marmoratus,2.49,0.19
istiblennius zebra,2,0
plagiotremus ewaensis,4.2,0.73
cantherhines sandwichiensis,2.66,0.21
ventrifossa nasuta,4.04,0.53
cantherhines fronticinctus,3.5,0.37
canthigaster coronata,3.25,0.3
canthigaster epilampra,3.12,0.34
genicanthus personatus,2.72,0.31
acreichthys tomentosus,2.97,0.39
taeniamia lineolata,3.5,0.5
arothron mappa,2.83,0.19
planiliza alata,2.33,0.16
osteomugil robustus,2,0
parapercis nebulosa,3.5,0.5
parapercis schauinslandii,3.4,0.45
pseudanthias bicolor,3.4,0.45
parupeneus macronemus,3.5,0.37
upeneus japonicus,3.58,0.38
gymnomuraena zebra,3.36,0.43
gymnothorax breedeni,4.5,0.8
parachaetodon ocellatus,2.76,0.25
selachophidium guentheri,3.17,0.37
oplegnathus peaolopesi,3.5,0.37
histiopterus typus,3.5,0.5
cociella crocodilus,3.86,0.6
plotosus nkunga,3.5,0.37
polydactylus plebeius,3.59,0.5
pomacanthus annularis,2.63,0
pomacanthus maculosus,2.67,0
hipposcarus harid,2,0
chlorurus atrilunula,2,0
scarus caudofasciatus,2,0
chlorurus enneacanthus,2,0
scarus falcipinnis,2,0
scarus scaber,2,0
scarus viridifucatus,2,0
scatophagus tetracanthus,2.77,0.25
scorpaenopsis gibbosa,4.2,0.73
sillago maculata,3.52,0.54
synaptura marginata,3.5,0.37
chrysoblephus lophus,3.69,0.54
crenidens crenidens,2.8,0.29
diplodus hottentotus,3.64,0.53
polyamblyodon germanum,3.13,0.42
polyamblyodon gibbosum,3.55,0.5
sphyraena flavicauda,3.76,0.6
sphyraena putnamae,4.5,0.8
synodus hoshinonis,4.17,0.71
pelates quadrilineatus,3.5,0.37
terapon puta,3.12,0.41
tentoriceps cristatus,4.21,0.58
chelidonichthys queketti,3.5,0.5
dipturus pullopunctatus,4.09,0.69
dipturus springeri,4.3,0.69
leucoraja wallacei,3.9000000953674316,0.6383
porcostoma dentata,3.34,0.37
rhinobatos schlegelii,3.5,0.37
torpedo sinuspersici,4.5,0.8
rhinoptera javanica,3.28,0.37
sillago schomburgkii,3.04,0.4
paramonacanthus japonicus,2.78,0.25
pseudalutarius nasicornis,3.5,0.37
fluvitrygon signifer,3.5,0.37
aeoliscus punctulatus,3.1,0.3
solenostomus cyanopterus,3.76,0.5
acentronura gracilissima,3.75,0.5
pseudochromis dutoiti,3.5,0.5
acanthoplesiops indicus,3.55,0.55
plesiops coeruleolineatus,3.62,0.61
fowleria aurita,3.5,0.6
apogonichthyoides nigripinnis,3.44,0.5
chaetodon marleyi,2.68,0.24
chaetodon falcula,3.5,0.37
chaetodon blackburnii,2.73,0.25
ambassis natalensis,3.42,0.59
amphiprion akallopisos,2.73,0.31
abudefduf sparoides,3.03,0.36
