species,value,trait
lethrinus lentjan,2.4000000953674316,age to maturity
lethrinus lentjan,1.7999999523162842,age to maturity
lethrinus mahsena,3.945304858346521,age to maturity
lethrinus mahsena,6,age to maturity
lethrinus microdon,4.800000190734863,age to maturity
lethrinus microdon,3,age to maturity
lethrinus miniatus,2.0940135253936223,age to maturity
lethrinus miniatus,2.792018033858163,age to maturity
lethrinus miniatus,4,age to maturity
lethrinus nebulosus,5.900000095367432,age to maturity
lethrinus nebulosus,4.599999904632568,age to maturity
lethrinus nebulosus,4,age to maturity
lethrinus nebulosus,3,age to maturity
lethrinus nebulosus,3.1410202880904334,age to maturity
lethrinus nebulosus,9,age to maturity
lethrinus nebulosus,8,age to maturity
lethrinus obsoletus,2.0940135253936223,age to maturity
lethrinus olivaceus,5.391916514322381,age to maturity
lethrinus olivaceus,6,age to maturity
lethrinus ornatus,2,age to maturity
lethrinus ravus,1.3960090169290815,age to maturity
lethrinus rubrioperculatus,1.3960090169290815,age to maturity
leucaspius delineatus,1,age to maturity
leucaspius delineatus,1.3151016194488403,age to maturity
leuciscus aspius,11.835914575039563,age to maturity
leuciscus aspius,10.520812955590722,age to maturity
leuciscus aspius,2.792018033858163,age to maturity
leuciscus aspius,4,age to maturity
leuciscus aspius,4,age to maturity
leuciscus aspius,3.490022542322704,age to maturity
leuciscus aspius,3.490022542322704,age to maturity
leuciscus aspius,6.575508097244202,age to maturity
leuciscus baicalensis,2.792018033858163,age to maturity
leuciscus baicalensis,2.792018033858163,age to maturity
leuciscus idus,6.282040576180867,age to maturity
leuciscus idus,6.282040576180867,age to maturity
leuciscus idus,4.188027050787245,age to maturity
leuciscus idus,4.188027050787245,age to maturity
leuciscus idus,5,age to maturity
leuciscus idus,5.5,age to maturity
leuciscus idus,4.886031559251785,age to maturity
leuciscus idus,4.188027050787245,age to maturity
leuciscus leuciscus,2.792018033858163,age to maturity
leuciscus leuciscus,4,age to maturity
leuciscus leuciscus,3,age to maturity
leuciscus leuciscus,2.0940135253936223,age to maturity
leuciscus leuciscus,3,age to maturity
leuciscus leuciscus,4,age to maturity
leuciscus leuciscus,4,age to maturity
leuciscus leuciscus,3.945304858346521,age to maturity
leuciscus leuciscus,3.945304858346521,age to maturity
leuciscus waleckii,3,age to maturity
leuciscus waleckii,3.490022542322704,age to maturity
leucopsarion petersii,0.6980045084645408,age to maturity
leucoraja erinacea,4.5,age to maturity
leucoraja erinacea,4,age to maturity
leucoraja erinacea,2.792018033858163,age to maturity
leucoraja naevus,8,age to maturity
leucoraja naevus,9,age to maturity
leucoraja ocellata,8.37605410157449,age to maturity
leucos aula,2.0940135253936223,age to maturity
leucos panosi,3.945304858346521,age to maturity
leuresthes tenuis,1.5,age to maturity
limanda aspera,4.886031559251785,age to maturity
limanda aspera,3.490022542322704,age to maturity
limanda aspera,11.835914575039563,age to maturity
limanda aspera,5.260406477795361,age to maturity
limanda aspera,10.5,age to maturity
limanda aspera,7,age to maturity
limanda aspera,5,age to maturity
limanda aspera,7,age to maturity
limanda aspera,4,age to maturity
limanda aspera,3.490022542322704,age to maturity
limanda aspera,10.140000343322754,age to maturity
limanda aspera,9,age to maturity
limanda aspera,5,age to maturity
limanda ferruginea,6.119999885559082,age to maturity
limanda ferruginea,2.5999999046325684,age to maturity
limanda ferruginea,1.7999999523162842,age to maturity
limanda ferruginea,1.600000023841858,age to maturity
limanda ferruginea,2.5999999046325684,age to maturity
limanda ferruginea,1.2999999523162842,age to maturity
limanda ferruginea,1.7999999523162842,age to maturity
limanda ferruginea,5.165233429204499,age to maturity
limanda ferruginea,6.199999809265137,age to maturity
limanda ferruginea,6.800000190734863,age to maturity
limanda ferruginea,6.099999904632568,age to maturity
limanda ferruginea,4.699999809265137,age to maturity
limanda ferruginea,5.300000190734863,age to maturity
limanda ferruginea,5.5,age to maturity
limanda ferruginea,4.400000095367432,age to maturity
limanda limanda,2.299999952316284,age to maturity
limanda limanda,3,age to maturity
limanda limanda,3.490022542322704,age to maturity
limanda limanda,2.0940135253936223,age to maturity
limanda limanda,3.419264085149121,age to maturity
limanda limanda,3.5,age to maturity
limanda limanda,2.6302032388976806,age to maturity
limanda limanda,2.0940135253936223,age to maturity
limanda limanda,2.0940135253936223,age to maturity
limanda punctatissima,4,age to maturity
limanda sakhalinensis,2.792018033858163,age to maturity
limia vittata,0.6600000262260437,age to maturity
luciobrama macrocephalus,6.575508097244202,age to maturity
luciobrama macrocephalus,5.260406477795361,age to maturity
limnocottus pallidus,6.575508097244202,age to maturity
liopsetta glacialis,2.6302032388976806,age to maturity
liopsetta glacialis,4.188027050787245,age to maturity
liopsetta glacialis,4.188027050787245,age to maturity
lithognathus aureti,7.199999809265137,age to maturity
lithognathus aureti,9.699999809265137,age to maturity
lithognathus aureti,4.800000190734863,age to maturity
lithognathus aureti,6,age to maturity
lithognathus mormyrus,2,age to maturity
lithognathus mormyrus,2,age to maturity
lithognathus mormyrus,2,age to maturity
lithognathus mormyrus,3,age to maturity
lithognathus mormyrus,2,age to maturity
lithognathus mormyrus,2.6302032388976806,age to maturity
lobotes surinamensis,1,age to maturity
lophius budegassa,5.260406477795361,age to maturity
lophius budegassa,6.980045084645408,age to maturity
lophius budegassa,9.205711336141883,age to maturity
lophius budegassa,10.520812955590722,age to maturity
lophius litulon,6.199999809265137,age to maturity
lophius litulon,5.400000095367432,age to maturity
lophius piscatorius,4.5,age to maturity
lophius piscatorius,18.411422672283766,age to maturity
lophius piscatorius,7.890609716693042,age to maturity
lophius vomerinus,5.260406477795361,age to maturity
lopholatilus chamaeleonticeps,5,age to maturity
lopholatilus chamaeleonticeps,5,age to maturity
lopholatilus chamaeleonticeps,2,age to maturity
lopholatilus villarii,5.584036067716326,age to maturity
lopholatilus villarii,4.188027050787245,age to maturity
lota lota,2.792018033858163,age to maturity
lota lota,4.886031559251785,age to maturity
lota lota,2.792018033858163,age to maturity
lota lota,5.260406477795361,age to maturity
lota lota,3.945304858346521,age to maturity
lota lota,5.260406477795361,age to maturity
lota lota,4,age to maturity
lota lota,3,age to maturity
lota lota,7,age to maturity
lota lota,6,age to maturity
lota lota,5.235033813484056,age to maturity
lota lota,4.886031559251785,age to maturity
lota lota,3.945304858346521,age to maturity
lota lota,2.6302032388976806,age to maturity
luciobarbus albanicus,2.792018033858163,age to maturity
luciobarbus bocagei,5.584036067716326,age to maturity
luciobarbus bocagei,3.945304858346521,age to maturity
luciobarbus brachycephalus,4.886031559251785,age to maturity
luciobarbus capito,4.886031559251785,age to maturity
luciobarbus graellsii,5.260406477795361,age to maturity
luciobarbus sclateri,3.490022542322704,age to maturity
luciobarbus sclateri,2.6302032388976806,age to maturity
luciobarbus sclateri,4.886031559251785,age to maturity
luciobarbus sclateri,2.792018033858163,age to maturity
lumpenus lampretaeformis,3,age to maturity
lutjanus analis,5.5,age to maturity
lutjanus argentimaculatus,5,age to maturity
lutjanus argentimaculatus,4,age to maturity
lutjanus argentiventris,4,age to maturity
lutjanus bohar,9.390000343322754,age to maturity
lutjanus bohar,2.6302032388976806,age to maturity
lutjanus carponotatus,2.4000000953674316,age to maturity
lutjanus carponotatus,1.899999976158142,age to maturity
lutjanus ehrenbergii,1.7000000476837158,age to maturity
lutjanus ehrenbergii,1.7999999523162842,age to maturity
lutjanus erythropterus,5.260406477795361,age to maturity
lutjanus fulviflamma,1.899999976158142,age to maturity
lutjanus fulviflamma,1.600000023841858,age to maturity
lutjanus fulvus,4,age to maturity
lutjanus fulvus,3,age to maturity
lutjanus griseus,2.6302032388976806,age to maturity
lutjanus griseus,3,age to maturity
lutjanus griseus,2,age to maturity
lutjanus griseus,2,age to maturity
lutjanus jocu,5.5,age to maturity
lutjanus purpureus,7.233058906968622,age to maturity
lutjanus sanguineus,7.890609716693042,age to maturity
lutjanus sanguineus,2.0940135253936223,age to maturity
lutjanus synagris,2,age to maturity
lutjanus synagris,2,age to maturity
lutjanus synagris,1,age to maturity
lutjanus synagris,2,age to maturity
lutjanus synagris,1.3151016194488403,age to maturity
lutjanus synagris,1.3151016194488403,age to maturity
lutjanus vitta,1,age to maturity
lutjanus vivanus,5,age to maturity
luxilus chrysocephalus,2,age to maturity
luxilus cornutus,1,age to maturity
lyopsetta exilis,4,age to maturity
lythrurus umbratilis,1,age to maturity
lythrypnus zebra,0.5,age to maturity
maccullochella peelii,4.188027050787245,age to maturity
maccullochella peelii,3.490022542322704,age to maturity
maccullochella peelii,7.817650361669062,age to maturity
maccullochella peelii,5.260406477795361,age to maturity
maccullochella peelii,3.490022542322704,age to maturity
maccullochella peelii,2.792018033858163,age to maturity
maccullochella peelii,5.260406477795361,age to maturity
maccullochella peelii,3.490022542322704,age to maturity
maccullochella peelii,5.260406477795361,age to maturity
macquaria ambigua,3.490022542322704,age to maturity
macquaria ambigua,2.0940135253936223,age to maturity
macquaria australasica,3.945304858346521,age to maturity
macquaria australasica,2.6302032388976806,age to maturity
macrhybopsis storeriana,2,age to maturity
macrodon ancylodon,3.550774435220801,age to maturity
medialuna californiensis,2,age to maturity
macrourus berglax,14.800000190734863,age to maturity
macrourus berglax,19.463504218678565,age to maturity
macruronus novaezelandiae,2.792018033858163,age to maturity
macruronus novaezelandiae,2.792018033858163,age to maturity
macruronus novaezelandiae,4.886031559251785,age to maturity
macruronus novaezelandiae,3.490022542322704,age to maturity
makaira mazara,5.260406477795361,age to maturity
mallotus villosus,2.6302032388976806,age to maturity
mallotus villosus,3,age to maturity
mallotus villosus,3,age to maturity
mallotus villosus,2,age to maturity
mallotus villosus,2,age to maturity
mallotus villosus,2,age to maturity
mallotus villosus,2,age to maturity
mallotus villosus,2,age to maturity
mallotus villosus,2.0940135253936223,age to maturity
mallotus villosus,3,age to maturity
mancopsetta maculata,2.0940135253936223,age to maturity
margariscus margarita,4,age to maturity
maurolicus muelleri,1,age to maturity
megalobrama mantschuricus,7.890609716693042,age to maturity
megalobrama mantschuricus,3.945304858346521,age to maturity
megalobrama terminalis,6,age to maturity
megalops atlanticus,6.980045084645408,age to maturity
megalops atlanticus,10,age to maturity
melanogrammus aeglefinus,4.886031559251785,age to maturity
melanogrammus aeglefinus,2.6302032388976806,age to maturity
melanogrammus aeglefinus,2.0940135253936223,age to maturity
melanogrammus aeglefinus,3.490022542322704,age to maturity
melanogrammus aeglefinus,3.490022542322704,age to maturity
melanogrammus aeglefinus,2.792018033858163,age to maturity
melanogrammus aeglefinus,4.188027050787245,age to maturity
melanogrammus aeglefinus,2.792018033858163,age to maturity
melanogrammus aeglefinus,6.575508097244202,age to maturity
melanogrammus aeglefinus,3.945304858346521,age to maturity
melanogrammus aeglefinus,5.260406477795361,age to maturity
melanogrammus aeglefinus,2.6302032388976806,age to maturity
melanogrammus aeglefinus,1.5,age to maturity
melanogrammus aeglefinus,1.7999999523162842,age to maturity
melanogrammus aeglefinus,1.2999999523162842,age to maturity
melanogrammus aeglefinus,2.0999999046325684,age to maturity
melanogrammus aeglefinus,2.5,age to maturity
melanogrammus aeglefinus,6.980045084645408,age to maturity
melanogrammus aeglefinus,4.880000114440918,age to maturity
melanogrammus aeglefinus,4.5,age to maturity
melanogrammus aeglefinus,2.619999885559082,age to maturity
melanogrammus aeglefinus,6.5,age to maturity
melanogrammus aeglefinus,5.789999961853027,age to maturity
melanogrammus aeglefinus,2.799999952316284,age to maturity
melanogrammus aeglefinus,3,age to maturity
melanogrammus aeglefinus,3.0399999618530273,age to maturity
melanogrammus aeglefinus,4.5,age to maturity
melanogrammus aeglefinus,4.5,age to maturity
melanogrammus aeglefinus,3.5,age to maturity
melanogrammus aeglefinus,5.5,age to maturity
melanogrammus aeglefinus,4.5,age to maturity
melanogrammus aeglefinus,3.5,age to maturity
melanogrammus aeglefinus,2,age to maturity
melanogrammus aeglefinus,2.5,age to maturity
melanogrammus aeglefinus,2,age to maturity
melanogrammus aeglefinus,2.0940135253936223,age to maturity
melanogrammus aeglefinus,1.9900000095367432,age to maturity
melanotaenia fluviatilis,0.6980045084645408,age to maturity
melanotaenia splendida,1,age to maturity
melanotaenia splendida,1,age to maturity
menticirrhus americanus,2,age to maturity
menticirrhus americanus,1,age to maturity
menticirrhus americanus,1,age to maturity
menticirrhus undulatus,2.5,age to maturity
merlangius merlangus,2.792018033858163,age to maturity
merlangius merlangus,2.6302032388976806,age to maturity
merlangius merlangus,1.3960090169290815,age to maturity
merlangius merlangus,1.5,age to maturity
merlangius merlangus,1.5,age to maturity
merlangius merlangus,1.3960090169290815,age to maturity
merlangius merlangus,2,age to maturity
merlangius merlangus,1.159999966621399,age to maturity
merluccius angustimanus,3,age to maturity
merluccius australis,6.980045084645408,age to maturity
merluccius australis,6.980045084645408,age to maturity
merluccius australis,8,age to maturity
merluccius australis,5.584036067716326,age to maturity
merluccius australis,7,age to maturity
merluccius australis,4.886031559251785,age to maturity
merluccius bilinearis,3.945304858346521,age to maturity
merluccius bilinearis,1.7000000476837158,age to maturity
merluccius bilinearis,1.600000023841858,age to maturity
